method	gene	primary_AUROC	primary_AUPRC	primary_balanced_accuracy
z	GZMM	0.6329352608422376	0.4988524364615816	0.643463230672533
z	AOAH	0.6329352608422376	0.4918490331918971	0.6315210559396606
pct	OCA2	0.6329352608422376	0.49108669597925536	0.5111565053425519
rz	GIMAP7	0.6329352608422376	0.4908384682505163	0.585323695788812
rz	HLA-DMA	0.6329352608422376	0.4846967309871668	0.5928661219358893
pct	INTS1	0.6329352608422376	0.4840186505036277	0.4666876178504086
pct	NKX6-2	0.6329352608422376	0.48100531377734057	0.350879949717159
rz	TAB2	0.6329352608422376	0.4747735120502609	0.6044940289126335
rz	SRRM1	0.6329352608422376	0.46579826294074234	0.6213073538654934
pct	S1PR5	0.6329352608422376	0.46244787055779846	0.5215273412947832
pct	PEX3	0.6329352608422376	0.45758065002311954	0.6385920804525456
pct	ALCAM	0.6329352608422376	0.45220592144601107	0.5733815210559396
rz	TRMT11	0.6329352608422376	0.43393485008096544	0.6123507228158391
z	CCDC88C	0.6329352608422375	0.5338616252316832	0.4187617850408548
rz	CCNO	0.6329352608422375	0.5163699306224719	0.5609679446888749
z	WDR59	0.6329352608422375	0.4748655865015911	0.6329352608422376
rz	SNORA58	0.6329352608422375	0.47197144426107945	0.5298554368321811
pct	NDUFA6	0.6329352608422375	0.46260730126272664	0.5703959773727215
pct	RHEB	0.6329352608422375	0.4600327177128025	0.4822438717787555
pct	SCN10A	0.6329352608422375	0.4541717160305523	0.39849151477058453
z	SNORA75	0.6329352608422375	0.4416154710765704	0.6198931489629164
pct	NUDT1	0.6327781269641736	0.4676044056679606	0.41011942174732874
rz	KIR3DX1	0.6327781269641736	0.46230337458668175	0.4963859208045255
pct	CYP4Z1	0.6327781269641736	0.46074783949163267	0.44688874921433064
pct	DMBX1	0.6327781269641735	0.498601163567036	0.5700817096165933
pct	TMEM248	0.6327781269641735	0.4792304813641724	0.5103708359522313
pct	GLYATL3	0.6327781269641735	0.4699292433452703	0.575267127592709
z	GLYATL3	0.6327781269641735	0.4699292433452703	0.575267127592709
pct	THAP11	0.6327781269641735	0.44698207058917666	0.504242614707731
pct	NPFFR2	0.6327781269641735	0.44177024532237336	0.4596165933375236
pct	DUSP7	0.6326209930861094	0.5339090039517727	0.5490257699560025
rz	DENND1C	0.6326209930861094	0.5328377336244411	0.5106851037083595
pct	ABRACL	0.6326209930861094	0.5208193489556902	0.5707102451288497
pct	SNAPC2	0.6326209930861094	0.5146529567308482	0.6059082338152105
z	ATF5	0.6326209930861094	0.50936523408599	0.5628535512256443
z	GIMAP2	0.6326209930861094	0.5052125817105434	0.5298554368321811
pct	DENND4C	0.6326209930861094	0.5005164342964655	0.5518541797611565
z	LINC01011	0.6326209930861094	0.48599293862824605	0.6090509113764928
pct	ZNF516	0.6326209930861094	0.48044534411652007	0.5301697045883093
pct	TPH1	0.6326209930861094	0.45241670658880306	0.5564110622250157
rz	EVPL	0.6326209930861093	0.5613542173649702	0.6285355122564424
pct	VAX2	0.6326209930861093	0.532383586136353	0.609365179132621
pct	ABCB11	0.6326209930861093	0.5203934731907253	0.5328409805153991
rz	GGA2	0.6326209930861093	0.5067290082549702	0.6126649905719673
rz	CCR2	0.6326209930861093	0.5018623249944032	0.5515399120050283
z	RTP5	0.6326209930861093	0.49388623261110387	0.6258642363293526
pct	BTN2A2	0.6326209930861093	0.48311095785763947	0.6337209302325582
rz	IGFBP1	0.6326209930861093	0.48302462395485657	0.4919861722187303
z	CTLA4	0.6326209930861093	0.4780524850328854	0.6371778755499686
pct	GZMA	0.6326209930861093	0.476580839128086	0.5193274670018856
rz	RIN1	0.6326209930861093	0.47579037208336006	0.5725958516656191
rz	CGB7	0.6326209930861093	0.4426463047275393	0.595065996228787
pct	TAP2	0.6326209930861093	0.44119317526233326	0.5845380263984915
pct	PRKAR2B	0.6326209930861093	0.43834497963326385	0.48884349465744814
rz	KRT85	0.6324638592080454	0.466872087852945	0.573852922690132
z	OR5B12	0.6324638592080454	0.46006235353574976	0.4393463230672533
pct	PNP	0.6324638592080454	0.45640820317875935	0.46118793211816467
pct	ECEL1P2	0.6324638592080454	0.44380858274533774	0.575267127592709
rz	EXD1	0.6324638592080453	0.5255896045824076	0.5271841609050911
pct	SPATA32	0.6324638592080453	0.4733508274785742	0.5564110622250157
pct	GRM2	0.6324638592080453	0.4715030840138903	0.48884349465744814
pct	LINC00457	0.6324638592080453	0.45749655951777873	0.49512884978001254
pct	MPZL3	0.6324638592080453	0.45345517803412394	0.531269641734758
rz	MIRLET7F1	0.6324638592080453	0.4339783558454597	0.6359208045254556
pct	OR4A47	0.6324638592080452	0.4656303861906277	0.4036769327467002
z	PARP1	0.6323067253299812	0.5559324664175699	0.4833438089252043
rz	DNPEP	0.6323067253299812	0.5340445057659731	0.5422690131992457
z	NMI	0.6323067253299812	0.49781873013330125	0.6285355122564424
pct	MACF1	0.6323067253299812	0.4657187385238547	0.45663104965430545
pct	EIF3I	0.6323067253299812	0.4577105276267931	0.45317410433689503
z	B3GNT5	0.6323067253299812	0.43411766966686127	0.609365179132621
z	LYPLA2P2	0.6323067253299811	0.5872834198568777	0.640634820867379
rz	PXMP4	0.6323067253299811	0.5071899352690566	0.6071653048397234
z	ZAP70	0.6323067253299811	0.5067165941938518	0.5406976744186047
z	ERN1	0.6323067253299811	0.5040854196376584	0.44956002514142046
z	CYTIP	0.6323067253299811	0.49808123780047914	0.6175361407919547
rz	TMEM11	0.6323067253299811	0.49651120249251585	0.6007228158390949
z	B3GALNT1	0.6323067253299811	0.4919818678240728	0.6345065996228787
z	PIK3AP1	0.6323067253299811	0.490055913923713	0.5369264613450659
rz	TBX5-AS1	0.6323067253299811	0.48944284061846843	0.4968573224387178
rz	MTHFD1L	0.6323067253299811	0.48209794876125533	0.518541797611565
pct	HERC5	0.6323067253299811	0.47738673876295756	0.5815524827152734
z	HLA-DRB1	0.6323067253299811	0.47716560775174083	0.6296354494028913
pct	SNORA24	0.6323067253299811	0.4765646714288754	0.5677247014456317
pct	MIR4642	0.6323067253299811	0.473278974138494	0.40634820867379007
pct	SASH1	0.6323067253299811	0.4572701517462563	0.5147705845380264
rz	ZDHHC14	0.6323067253299811	0.45371948779598714	0.5823381521055939
pct	FAM120C	0.6323067253299811	0.44706121840466523	0.5237272155876807
rz	HTR2B	0.6323067253299811	0.44047554729394583	0.6205216844751729
z	NODAL	0.6321495914519171	0.5336376877852789	0.6000942803268384
rz	SLC7A9	0.6321495914519171	0.5145572089451594	0.63073538654934
pct	RNF146	0.6321495914519171	0.48476783940742607	0.5226272784412319
pct	PF4	0.6321495914519171	0.4745328544167694	0.4841294783155248
rz	MIR3942	0.6321495914519171	0.4420181829180818	0.6321495914519171
rz	SPATA32	0.632149591451917	0.4712872159938354	0.6007228158390949
pct	PRIM1	0.632149591451917	0.4478614746188815	0.3860779384035198
pct	UAP1	0.631992457573853	0.4538625534872338	0.43258956631049655
z	IL7	0.6319924575738529	0.5445516968769976	0.6109365179132621
z	EVA1B	0.6319924575738529	0.5417043228856189	0.5733815210559396
z	KLRC1	0.6319924575738529	0.5221272545417374	0.6172218730358265
pct	DIS3L	0.6319924575738529	0.5140602452990193	0.5017284726587052
rz	WDR44	0.6319924575738529	0.5127660741854934	0.5125707102451289
rz	CD40LG	0.6319924575738529	0.5107454564878366	0.6018227529855437
pct	MEMO1	0.6319924575738529	0.503573604156768	0.5054996857322439
pct	SUPT20HL2	0.6319924575738529	0.5009978061380747	0.5854808296668762
pct	SBK1	0.6319924575738529	0.4963498050464634	0.5226272784412319
pct	CD160	0.6319924575738529	0.49548604561618437	0.6037083595223129
rz	MOCS1	0.6319924575738529	0.49086640497741496	0.6582338152105593
z	VKORC1	0.6319924575738529	0.4878584535901988	0.6071653048397234
rz	DOCK10	0.6319924575738529	0.4860803896006426	0.5039283469516027
rz	SLC9A8	0.6319924575738529	0.485357948677129	0.6277498428661219
pct	FCHSD2	0.6319924575738529	0.4848766940825789	0.4836580766813325
z	ZBED8	0.6319924575738529	0.48019482376289324	0.569610307982401
rz	ADAM28	0.6319924575738529	0.4782856086731314	0.5301697045883093
z	STAT2	0.6319924575738529	0.47668035556985555	0.6044940289126335
pct	MIR643	0.6319924575738529	0.474499647395564	0.4753299811439346
rz	NTMT1	0.6319924575738529	0.4738928889463484	0.5988372093023255
z	KDM1B	0.6319924575738529	0.47306047330127504	0.6483343808925205
z	SDC1	0.6319924575738529	0.4634207185001934	0.5609679446888749
pct	MIR4257	0.6319924575738529	0.4633350707832196	0.4409176618478944
pct	RNASEH1	0.6319924575738528	0.4615949190242099	0.42818981772470144
pct	MIR3151	0.6319924575738528	0.4579112963342892	0.4179761156505343
pct	KLK13	0.6318353236957889	0.5056579186510347	0.5861093651791326
rz	DKFZP434A062	0.6318353236957888	0.5179438317159432	0.6532055311125078
pct	ARHGEF3	0.6318353236957888	0.4833749773963696	0.464487743557511
pct	NRF1	0.6318353236957888	0.4746679433677511	0.4225329981143935
rz	DLX3	0.6318353236957888	0.4730694687928479	0.5920804525455688
pct	MIR548H4	0.6318353236957888	0.46632945070248855	0.5334695160276556
rz	CHRNA1	0.6318353236957888	0.4661098981857687	0.5977372721558768
pct	CRYGD	0.6318353236957888	0.4599195407221209	0.40854808296668765
pct	HMGA1P7	0.6318353236957888	0.4430408012500452	0.4783155248271528
pct	ARID3B	0.6316781898177248	0.5237854403404776	0.609365179132621
pct	MAGI2-AS3	0.6316781898177248	0.5223545474165525	0.5666247642991828
pct	CD80	0.6316781898177248	0.5115017989420785	0.5612822124450032
z	FAM27C	0.6316781898177247	0.5568652156290256	0.640634820867379
rz	TSPAN33	0.6316781898177247	0.5323840292561914	0.5722815839094909
pct	LRRTM4	0.6316781898177247	0.5298701655747773	0.45631678189817726
pct	IL7	0.6316781898177247	0.5240826931451333	0.6274355751099937
z	PARP15	0.6316781898177247	0.5182142456756734	0.5136706473915776
z	DIO1	0.6316781898177247	0.5180310035117573	0.6049654305468259
rz	ACOXL	0.6316781898177247	0.5165147606603835	0.5606536769327467
pct	PRICKLE2	0.6316781898177247	0.5106146601222845	0.6161219358893777
pct	IRX4	0.6316781898177247	0.4954059531290708	0.5350408548082967
z	RIN1	0.6316781898177247	0.48268520796736075	0.5804525455688246
pct	SAMD8	0.6316781898177247	0.4556906177870464	0.45851665619107485
rz	SYVN1	0.6316781898177246	0.5195736054921419	0.48287240729101194
z	HLA-C	0.6316781898177246	0.4982830219512846	0.6018227529855437
pct	CYTIP	0.6316781898177246	0.48365672247747254	0.6126649905719673
pct	CXCR6	0.6316781898177246	0.4830783300116254	0.5485543683218101
pct	NFKBIE	0.6316781898177246	0.47897267451860365	0.4893148962916405
pct	EXOC8	0.6316781898177246	0.4456556101155634	0.6558768070395977
pct	BCL2L11	0.6316781898177246	0.438101038719283	0.49827152734129476
pct	IREB2	0.6315210559396607	0.4640906661607055	0.4577309868007542
pct	MIR1288	0.6315210559396607	0.4473764452139564	0.41986172218730355
pct	TRPC7	0.6315210559396606	0.4933592949895107	0.3830923947203017
pct	MMP13	0.6315210559396606	0.4778471006182866	0.576681332495286
pct	PPP3CA	0.6315210559396606	0.4723806034918564	0.4916719044626021
pct	KCNC2	0.6315210559396606	0.4671725915773036	0.5974230043997486
pct	RSBN1L	0.6315210559396606	0.44887685288320134	0.43258956631049655
pct	HOXA1	0.6315210559396605	0.47642830471889547	0.48601508485229417
pct	CENPE	0.6315210559396605	0.46664456046685976	0.3489943431803897
pct	IFNE	0.6315210559396605	0.44530812876347337	0.4168761785040855
z	KATNA1	0.6313639220615966	0.4830477883838493	0.6472344437460716
pct	CD163L1	0.6313639220615966	0.4477710334934552	0.45285983658076684
rz	LY9	0.6313639220615965	0.5520612632777181	0.5369264613450659
pct	KPNA5	0.6313639220615965	0.5491598432795962	0.4795725958516657
rz	PIK3CG	0.6313639220615965	0.5253391009141383	0.484443746071653
pct	LINC00971	0.6313639220615965	0.5217795744428706	0.5592394720301697
pct	KIF23	0.6313639220615965	0.5217673675858978	0.5130421118793211
pct	ABCC6P2	0.6313639220615965	0.5093777299470468	0.5020427404148334
rz	RPS16P5	0.6313639220615965	0.4975406854704335	0.573852922690132
rz	CRTC3	0.6313639220615965	0.49182810353107587	0.5955373978629792
pct	FUNDC2P2	0.6313639220615965	0.4829351840162467	0.5977372721558768
pct	ASB2	0.6313639220615965	0.4803872486229472	0.5039283469516027
rz	TRIM26	0.6313639220615965	0.47795906758700557	0.5707102451288497
rz	LINC00856	0.6313639220615965	0.4656170689491037	0.585323695788812
pct	FBLN7	0.6313639220615965	0.4561016572102849	0.6048082966687618
pct	HBE1	0.6313639220615965	0.4512193603140423	0.4120050282840981
z	PEX3	0.6313639220615965	0.4489766200541232	0.6318353236957888
rz	MSN	0.6313639220615965	0.44430609493417594	0.6085795097423005
pct	KBTBD2	0.6313639220615965	0.4374110004502849	0.5015713387806411
z	PLD4	0.6313639220615964	0.5529975751823156	0.6090509113764928
pct	SBK3	0.6313639220615964	0.5138239309023792	0.5796668761785041
z	PTPN6	0.6313639220615964	0.5137666065130424	0.5301697045883093
pct	CCL19	0.6313639220615964	0.5103596170265624	0.6261785040854808
z	YWHAEP1	0.6313639220615964	0.5053433647827281	0.4855436832181018
pct	TMPRSS6	0.6313639220615964	0.5053231414373089	0.49795725958516657
rz	HCLS1	0.6313639220615964	0.494915059935847	0.6029226901319924
z	GZMK	0.6313639220615964	0.4879555962151749	0.4706159648020113
pct	CRTC3	0.6313639220615964	0.48743297555168125	0.6382778126964174
rz	FSCN1	0.6313639220615964	0.4837458069855961	0.5587680703959774
z	GPA33	0.6313639220615964	0.4764845422526673	0.4809868007542426
pct	VTN	0.6313639220615964	0.4708560959416437	0.6048082966687618
pct	POU2F3	0.6313639220615964	0.4680233231083589	0.6018227529855437
pct	LBX1-AS1	0.6313639220615964	0.4667698953904383	0.49371464487743555
pct	FYTTD1	0.6313639220615964	0.4556381574825892	0.4296040226272784
z	EXOC8	0.6313639220615964	0.44131639136617895	0.6007228158390949
pct	LINC00879	0.6312067881835324	0.46572131741980827	0.42661847894406035
pct	SLC6A18	0.6312067881835324	0.46448502510706663	0.39016341923318665
pct	L3MBTL2	0.6312067881835324	0.4601764520857118	0.46794468887492147
pct	LINC00924	0.6312067881835324	0.45884137950033377	0.4891577624135764
pct	ADAMTS20	0.6312067881835324	0.4515534047848442	0.45851665619107485
pct	PAQR9	0.6312067881835323	0.46829145485860346	0.6063796354494029
pct	HIPK3	0.6312067881835323	0.45947191959194067	0.48397234443746073
pct	KIF11	0.6312067881835323	0.4551135375590473	0.3625078566939032
rz	LINC01060	0.6310496543054683	0.5123638972227236	0.5831238214959145
rz	CACNB3	0.6310496543054683	0.5109275162220115	0.6304211187932118
z	GK	0.6310496543054683	0.48915902482568424	0.5392834695160277
z	KLRD1	0.6310496543054683	0.48819688195833055	0.5763670647391578
pct	PSMB10	0.6310496543054683	0.4875514819672826	0.6412633563796355
z	NECAB3	0.6310496543054683	0.4713377049767977	0.6123507228158391
pct	MIR548AN	0.6310496543054683	0.4554881916382335	0.397705845380264
pct	NOP58	0.6310496543054683	0.45358449285125335	0.5073852922690132
pct	ECT2	0.6310496543054683	0.44304057457910695	0.45207416719044624
z	MEIS3P1	0.6310496543054682	0.5741629698935645	0.5741671904462602
pct	ALG14	0.6310496543054682	0.5330122277787491	0.555311125078567
z	IKZF1	0.6310496543054682	0.5296253957121299	0.4736015084852294
rz	RHOH	0.6310496543054682	0.5231949524259807	0.48585795097423
rz	CRTAM	0.6310496543054682	0.5131884340340056	0.5628535512256443
rz	NMI	0.6310496543054682	0.5001405362053432	0.6274355751099937
rz	KLRD1	0.6310496543054682	0.49821440672366923	0.5590823381521055
z	ZNF516	0.6310496543054682	0.48479788143692293	0.5958516656191075
z	RASGEF1A	0.6310496543054682	0.484166632998507	0.45333123821495913
z	HEATR9	0.6310496543054682	0.48172283237044833	0.5820238843494657
pct	HOXA4	0.6310496543054682	0.46516988695691597	0.5136706473915776
z	MTOR-AS1	0.6310496543054682	0.45475141239319317	0.4877435575109994
pct	IDS	0.6310496543054682	0.4470504750652742	0.5199560025141421
z	ZNF358	0.6310496543054682	0.4452653587012092	0.6172218730358265
pct	CRKL	0.6310496543054682	0.438119383599841	0.41499057196731615
pct	UGT2B11	0.6310496543054681	0.48352668850594893	0.3741357636706474
pct	MIR3939	0.6310496543054681	0.45539540343046103	0.41986172218730355
rz	PATL2	0.6308925204274042	0.5121671409846087	0.5542111879321181
pct	AMH	0.6308925204274042	0.5114121487633556	0.45851665619107485
pct	C9orf57	0.6308925204274042	0.4963978874674533	0.5865807668133249
rz	KLK13	0.6308925204274042	0.48632385326982414	0.5939660590823381
pct	GTF2E2	0.6308925204274042	0.4835410579373628	0.4965430546825896
pct	STOX1	0.6308925204274042	0.47921467039880417	0.4633878064110622
z	SERTAD4	0.6307353865493401	0.5248865003980364	0.6142363293526084
z	ECHDC1	0.6307353865493401	0.5180239440041312	0.5909805153991201
pct	OXNAD1	0.6307353865493401	0.4600486046264009	0.5323695788812068
rz	SHPRH	0.6307353865493401	0.45063515078619654	0.5158705216844751
rz	PARP11	0.63073538654934	0.5795140989928662	0.6128221244500314
pct	RASAL3	0.63073538654934	0.5373077415246069	0.5760527969830296
rz	IGLL5	0.63073538654934	0.5288250878994056	0.5493400377121307
z	BACH2	0.63073538654934	0.5228685856249061	0.5260842237586424
pct	MTO1	0.63073538654934	0.5217416933594847	0.5865807668133249
rz	MIR23B	0.63073538654934	0.5200845258117852	0.5826524198617222
pct	EHMT1	0.63073538654934	0.5184559949091093	0.4038340666247643
z	BCOR	0.63073538654934	0.5177024545566277	0.6033940917661849
pct	IL22RA2	0.63073538654934	0.4847741582164111	0.587994971715902
rz	TCTA	0.63073538654934	0.4839596349983776	0.6115650534255186
pct	MAGEA1	0.63073538654934	0.4662279628245134	0.4228472658705217
z	POTEA	0.63073538654934	0.45693062856845645	0.42096165933375235
pct	POTEA	0.63073538654934	0.45693062856845634	0.42096165933375235
rz	LINC00899	0.63073538654934	0.45021186942850366	0.6126649905719673
z	SSPN	0.6307353865493399	0.48696549615894524	0.6139220615964802
rz	SNORA38	0.6307353865493399	0.46649741602533196	0.4904148334380892
rz	HYMAI	0.630578252671276	0.5129384844913831	0.6233500942803268
z	CLEC4C	0.630578252671276	0.5098560285447641	0.5991514770584538
pct	TNIP3	0.6305782526712759	0.4988437629727588	0.5279698302954117
pct	PTGIR	0.6305782526712759	0.49360743659643147	0.4319610307982401
pct	FAM90A25P	0.6305782526712759	0.4766234371980873	0.4349465744814582
pct	XXYLT1-AS2	0.6305782526712759	0.4738406706792865	0.49827152734129476
pct	HTR1E	0.6305782526712759	0.45760860005603676	0.4160905091137649
rz	DCAF13P3	0.6304211187932119	0.5545427408192737	0.5831238214959145
pct	TOP3B	0.6304211187932119	0.5334969648462924	0.5774670018856065
pct	ANKRD18A	0.6304211187932119	0.49675719179540734	0.5193274670018856
pct	FGF14	0.6304211187932119	0.47469944306710987	0.6044940289126335
pct	GHRH	0.6304211187932119	0.46810133482960914	0.4536455059710873
pct	ADAM9	0.6304211187932119	0.43374903527410186	0.5345694531741043
rz	C8orf88	0.6304211187932118	0.5792564482044612	0.5982086737900691
pct	CSF2RB	0.6304211187932118	0.564728466534013	0.5658390949088623
