cell_id	module_score	state	patient_id	cell_type	treatment_group	Cohort	no.of.genes	no.of.reads
cy78_CD45_neg_1_F02_S542_comb	3.761804515346862	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	8000	198959
CY89CORE11_A05_S101_comb	4.73022296441479	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	6974	336433
CY89CORE11_B06_S114_comb	3.758960610158696	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	7146	467643
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E08_S56_comb	5.581987681281474	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	7184	135584
cy79_p3_CD45_neg_PDL1_neg_C07_S223_comb	3.0805106262314057	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3279	82036
cy78_CD45_neg_3_G07_S751_comb	2.401278409575384	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	5497	191816
CY89NEG_A06_S6_comb	4.180389726922408	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	6532	376584
cy79_p4_CD45_neg_PDL1_neg_B04_S1072_comb	4.442511431070156	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5344	185464
Cy81_FNA_CD45_F02_S350_comb	0.832796339329712	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	5755	299078
cy79_p4_CD45_neg_PDL1_neg_H01_S1141_comb	2.6380050895177	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3656	61685
CY89CORE11_D09_S141_comb	4.720282121104844	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	5438	137430
cy78_CD45_neg_1_F10_S550_comb	3.719906302456328	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	8667	207193
cy79_p4_CD45_neg_PDL1_pos_H11_S479_comb	5.57582622019477	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	2445	7932
cy81_FNA_CD45_neg_H09_S1053_comb	1.730065455285016	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	2630	6726
cy78_CD45_neg_3_E05_S725_comb	3.1774509346303077	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	2586	8196
cy78_CD45_neg_1_H04_S568_comb	1.840300419303924	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	6197	220190
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A07_S7_comb	3.329640159229824	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5685	150898
CY89FNAQ2_B02_S398_comb	4.455132263811253	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	6480	359099
Cy71_CD45_H06_S570_comb	4.0105320099780055	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4796	153931
cy79_p3_CD45_neg_PDL1_neg_D09_S237_comb	3.769141413643292	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5228	251557
CY88_5_B12_S696_comb	3.5693931446786977	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5023	245006
CY88_3_H10_S670_comb	2.510171034573116	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	6185	263832
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B11_S119_comb	3.5790959184241182	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3794	31811
CY89FNAQ2_C04_S412_comb	3.318620361765614	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	6757	339847
cy79_p5_CD45_neg_PDL1_pos_E10_S730_comb	3.4505942721341682	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4559	89224
Cy80_II_CD45_B09_S885_comb	3.4733213763832325	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5152	104234
cy79_p5_CD45_neg_PDL1_pos_G02_S746_comb	3.621440376790509	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4470	120033
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G02_S170_comb	4.659950415896423	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5500	62632
cy79_p3_CD45_neg_PDL1_neg_E05_S245_comb	4.31936914225941	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	2999	25560
CY88_5_H05_S761_comb	6.559009542899926	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5335	59761
Cy81_FNA_CD45_H12_S384_comb	2.40685927468207	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	8769	75597
cy79_p5_CD45_neg_PDL1_neg_G04_S844_comb	5.718760904624332	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3693	80078
CY88_5_D08_S716_comb	3.7100263523676924	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	7262	350801
cy79_p4_CD45_neg_PDL1_pos_B11_S407_comb	4.735409510612168	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4827	136278
cy79_p3_CD45_neg_PDL1_neg_B11_S215_comb	2.88750065387676	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4745	76839
CY88_3_B12_S600_comb	3.6062326085817658	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	6467	334165
cy81_FNA_CD45_neg_F02_S1022_comb	2.188753989737188	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7961	278122
cy79_p4_CD45_neg_PDL1_pos_D05_S425_comb	2.38156383856103	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4014	138839
cy94_cd45neg_cd90pos_A11_S299_comb	1.682340095834956	antigen_presentation_mhc	Mel94	Mal	post.treatment	Tirosh	3212	23205
cy60_1_cd_45_neg_3_F06_S546_comb	2.0411417924309463	antigen_presentation_mhc	Mel60	Mal	post.treatment	Tirosh	5354	171634
cy79_p4_CD45_neg_PDL1_pos_D01_S421_comb	2.62623302725626	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4490	153264
CY88_5_D10_S718_comb	3.8699292988205256	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	6107	1633077
CY89NEG_H06_S90_comb	3.942412313103772	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	5258	139926
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H03_S375_comb	3.028208096937336	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4872	91984
Cy81_Bulk_CD45_E08_S152_comb	0.5374723482218452	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7437	523925
CY89FNAQ2_H03_S471_comb	2.495824116876996	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	5612	80972
cy79_p4_CD45_neg_PDL1_neg_H09_S1149_comb	3.9816050265691656	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4904	109071
cy81_FNA_CD45_neg_B04_S976_comb	2.01823480448054	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7827	199141
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F11_S167_comb	3.72855160436522	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4347	36313
cy79_p4_CD45_neg_PDL1_neg_F03_S1119_comb	4.651731082795206	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4617	209627
cy79_p4_CD45_neg_PDL1_pos_C04_S412_comb	4.8464428348251385	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4280	135907
Cy80_II_CD45_G09_S945_comb	2.7847386154274476	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5214	98039
cy79_p5_CD45_neg_PDL1_pos_G05_S749_comb	4.171130038516396	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4275	65544
cy79_p4_CD45_neg_PDL1_pos_F06_S450_comb	4.124038437289556	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4502	146475
cy82_CD45_pos_3_C11_S35_comb	3.27908798658058	antigen_presentation_mhc	Mel82	?	treatment.naive	Tirosh	4868	62568
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C04_S316_comb	3.120783508531352	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5285	121374
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F06_S162_comb	4.147687999230086	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5418	38755
CY88_3_C12_S612_comb	0.95434680272894	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5697	205536
Cy80_II_CD45_D09_S909_comb	4.581157610764899	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5724	140088
cy81_FNA_CD45_neg_E12_S1020_comb	1.6352090477217778	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	5831	96460
cy78_CD45_neg_3_G09_S753_comb	4.2970086977025215	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7753	485417
cy79_p4_CD45_neg_PDL1_neg_A12_S1068_comb	2.76139194326394	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3944	48403
cy79_p4_CD45_neg_PDL1_neg_B11_S1079_comb	3.091538274395552	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4528	171530
cy79_p5_CD45_neg_PDL1_neg_A05_S773_comb	3.64040833945469	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3195	23759
Cy71_CD45_D11_S527_comb	4.410661554114928	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	5258	149673
cy80_CD45_neg_D03_S903_comb	4.756040197709934	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	7586	108588
cy78_CD45_neg_1_B08_S500_comb	3.951641630496938	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7969	402276
cy88_cd45pos_5_C01_S217_comb	3.3836283417075323	antigen_presentation_mhc	Mel88	T.CD4	post.treatment	Tirosh	9341	3698566
cy81_Bulk_CD45_neg_E09_S153_comb	2.354506654000912	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	8137	238861
cy79_p3_CD45_neg_PDL1_neg_B06_S210_comb	4.156104861263914	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3867	44501
cy78_CD45_neg_3_D07_S715_comb	2.415012737778962	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7024	417260
cy79_p5_CD45_neg_PDL1_neg_F05_S833_comb	5.2795700975447755	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5080	51847
cy80_CD45_neg_B01_S877_comb	4.037729008605384	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	7572	132644
cy82_CD45_pos_1_E08_S536_comb	2.7381972834061363	antigen_presentation_mhc	Mel82	T.CD4	treatment.naive	Tirosh	5880	381769
Cy81_Bulk_CD45_B09_S117_comb	1.9972392871607199	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	8822	494049
cy78_CD45_neg_1_A03_S483_comb	2.5162411204014323	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	8246	361721
cy79_p5_CD45_neg_PDL1_neg_H06_S858_comb	4.276732917630682	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5276	163896
cy79_p4_CD45_neg_PDL1_neg_A03_S1059_comb	4.807029095703415	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4504	120548
cy78_CD45_neg_1_F08_S548_comb	2.182267213993486	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	4898	43810
cy60_1_cd_45_neg_3_C10_S514_comb	2.3959448886254	antigen_presentation_mhc	Mel60	Mal	post.treatment	Tirosh	7913	324426
CY88_3_C08_S608_comb	2.8270194249872262	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	3837	75218
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A12_S108_comb	3.204590685083648	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3712	42989
cy79_p5_CD45_neg_PDL1_neg_H10_S862_comb	5.503498376609498	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4210	92285
Cy71_CD45_G09_S561_comb	5.812984288532882	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4196	74205
cy80_CD45_neg_C09_S897_comb	4.29590605897192	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	7863	135491
Cy71_CD45_F11_S551_comb	2.425230320101826	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	3731	248294
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B04_S304_comb	4.59699937208018	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5062	93077
cy78_CD45_neg_3_D08_S716_comb	3.183161922562314	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7515	508247
cy79_p5_CD45_neg_PDL1_pos_E03_S723_comb	4.649932850572692	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4936	169859
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F04_S160_comb	4.686336938122456	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5036	47209
cy79_p4_CD45_neg_PDL1_pos_C12_S420_comb	4.999533288243736	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3591	81888
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C08_S128_comb	3.9315347303330883	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5286	53738
cy79_p5_CD45_neg_PDL1_pos_E08_S728_comb	4.186851151972428	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	7489	203684
cy80_CD45_neg_D07_S907_comb	5.300486119205987	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5797	38874
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F03_S63_comb	3.2063630249483737	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5269	70934
cy79_p5_CD45_neg_PDL1_neg_H07_S859_comb	3.441067145263234	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6398	298091
cy79_p5_CD45_pos_PD1_pos_E02_S626_comb	3.9378936412247	antigen_presentation_mhc	Mel79	?	treatment.naive	Tirosh	2339	6621
cy80_CD45_neg_A03_S867_comb	2.9787196339399897	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	7982	240672
Cy81_FNA_CD45_B10_S310_comb	0.463576576565882	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	4032	54866
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H07_S187_comb	4.247469141094124	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3885	24694
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B07_S115_comb	4.971624247761341	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6455	75227
cy79_p5_CD45_neg_PDL1_neg_G09_S849_comb	4.850738304012953	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5282	281073
cy79_p5_CD45_neg_PDL1_neg_C09_S801_comb	4.331658595430602	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3989	53893
CY88_5_E02_S722_comb	1.908462540251028	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5580	364714
cy80_CD45_neg_H09_S957_comb	4.3123378031130235	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	8235	123837
cy53_1_CD45_neg_E12_S348_comb	3.8445224547965062	antigen_presentation_mhc	Mel53	Mal	treatment.naive	Tirosh	5680	56158
cy80_CD45_neg_H02_S950_comb	6.2726173418572175	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	6900	95402
cy78_CD45_neg_2_C05_S605_comb	2.317796745208118	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	4036	36894
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G04_S172_comb	5.3558326688419715	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4894	34649
cy79_p5_CD45_neg_PDL1_neg_G03_S843_comb	2.07501056393372	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3482	48473
cy78_CD45_neg_1_G04_S556_comb	3.11978490977977	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	8855	569213
cy53_1_CD45_neg_H12_S384_comb	3.7379616602652836	antigen_presentation_mhc	Mel53	?	treatment.naive	Tirosh	8296	50508
cy78_CD45_neg_1_D05_S521_comb	1.690743000415792	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	6741	216504
Cy71_CD45_H10_S574_comb	3.112751657832802	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4819	125700
cy79_p4_CD45_neg_PDL1_pos_D12_S432_comb	3.5644577973324623	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	2997	38924
cy81_Bulk_CD45_neg_C08_S128_comb	1.564164827380178	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	5674	56996
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G07_S79_comb	4.026263163849914	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	7357	98784
cy79_p4_CD45_neg_PDL1_pos_A08_S392_comb	5.570554592397338	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5612	331002
cy78_CD45_neg_1_C10_S514_comb	2.7505036090938297	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7788	281007
cy78_CD45_neg_3_D09_S717_comb	2.79374667314579	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	5340	103573
Cy81_Bulk_CD45_C06_S126_comb	0.710622941623046	antigen_presentation_mhc	Mel81	?	treatment.naive	Tirosh	6141	942194
cy82_CD45_pos_2_E07_S535_comb	2.36847583940522	antigen_presentation_mhc	Mel82	?	treatment.naive	Tirosh	5380	22928
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G12_S180_comb	3.7406407180207224	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	2207	19367
Cy81_FNA_CD45_H10_S382_comb	2.2137597682004957	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	5753	497764
Cy80_II_CD45_B02_S878_comb	5.736182353449404	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5716	220167
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B10_S310_comb	2.866416959884434	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3096	31046
cy80_CD45_neg_E01_S913_comb	4.564176710476199	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	4049	16382
Cy81_FNA_CD45_B11_S311_comb	1.06107008454618	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	5483	213967
cy81_Bulk_CD45_neg_C04_S124_comb	0.0	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	4416	241501
CY88_3_G07_S655_comb	2.6517355258791704	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5248	161389
Cy81_Bulk_CD45_B12_S120_comb	2.281996258703086	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7365	593686
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G03_S75_comb	4.983245597412134	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6305	72087
cy79_p4_CD45_neg_PDL1_pos_F11_S455_comb	4.060891602264048	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6131	231050
cy78_CD45_neg_3_B08_S692_comb	4.226352821384753	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	6198	222644
cy78_CD45_neg_3_C09_S705_comb	3.0621755020232237	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	7005	219829
cy82_CD45_pos_1_H05_S569_comb	2.011821014244112	antigen_presentation_mhc	Mel82	?	treatment.naive	Tirosh	8208	184086
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G09_S81_comb	4.121240945193316	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5582	79702
CY88_5_F11_S743_comb	3.142754573180984	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	6329	174721
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B04_S112_comb	4.801040503150309	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5177	69746
cy80_CD45_neg_H03_S951_comb	4.602007575462705	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	7637	134605
cy78_CD45_neg_1_H02_S566_comb	4.057552909667135	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	8073	541156
CY88_5_C09_S705_comb	3.8004880503344483	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	6612	253949
cy79_p3_CD45_neg_PDL1_neg_F07_S259_comb	3.7114840801444897	antigen_presentation_mhc	Mel79	Endo.	treatment.naive	Tirosh	4665	136780
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C10_S34_comb	4.539347993821705	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6095	88328
cy81_Bulk_CD45_neg_B03_S111_comb	2.5322727151848694	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7998	471853
cy81_Bulk_CD45_neg_E08_S152_comb	1.782158231709526	antigen_presentation_mhc	Mel81	Mal	treatment.naive	Tirosh	7427	252885
cy84_Primary_CD45_neg_G07_S1039_comb	2.2850970850985197	antigen_presentation_mhc	Mel84	Mal	treatment.naive	Tirosh	4561	245713
cy79_p4_CD45_neg_PDL1_neg_D06_S1098_comb	2.548088534895178	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4922	118948
cy79_p4_CD45_neg_PDL1_neg_B09_S1077_comb	4.091222422554102	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6235	118885
cy53_1_CD45_neg_D06_S330_comb	3.2074391127466044	antigen_presentation_mhc	Mel53	?	treatment.naive	Tirosh	1995	53186
Cy71_CD45_A10_S490_comb	4.312019118012101	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4064	65949
cy79_p4_CD45_neg_PDL1_pos_B10_S406_comb	3.5878403813095856	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5153	194024
Cy80_II_CD45_F12_S936_comb	5.321655031851072	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	6278	177263
cy80_CD45_neg_D10_S910_comb	4.185203536186106	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5734	50386
Cy81_Bulk_CD45_B01_S109_comb	0.6883220057117099	antigen_presentation_mhc	Mel81	?	treatment.naive	Tirosh	4650	891914
Cy80_II_CD45_B06_S882_comb	4.459913712847472	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	6993	131707
cy79_p5_CD45_neg_PDL1_pos_F02_S734_comb	5.897364998855521	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5502	118858
cy79_p5_CD45_neg_PDL1_neg_G07_S847_comb	4.77677877124982	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4767	123764
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E11_S59_comb	4.782065010708228	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6594	108185
Cy71_CD45_F10_S550_comb	4.724910865502158	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	5477	100511
cy84_Primary_CD45_neg_A03_S963_comb	4.012663917894587	antigen_presentation_mhc	Mel84	Mal	treatment.naive	Tirosh	3735	334618
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C07_S127_comb	4.5476735175861815	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5457	54580
Cy71_CD45_D09_S525_comb	4.418717176992286	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4853	131808
cy79_p4_CD45_neg_PDL1_neg_H03_S1143_comb	3.6223498290256657	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3465	86220
cy79_p4_CD45_neg_PDL1_neg_H10_S1150_comb	3.003078522014294	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4191	70533
CY89CORE11_F03_S159_comb	5.297906137933972	antigen_presentation_mhc	Mel89	Endo.	treatment.naive	Tirosh	5300	104604
CY89FNAQ2_B10_S406_comb	4.783088849426557	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	8461	144047
cy79_p4_CD45_neg_PDL1_pos_D02_S422_comb	3.791680079879798	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	4755	141994
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D10_S46_comb	4.7127365445085925	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6651	119735
Cy80_II_CD45_F07_S931_comb	3.077320571749424	antigen_presentation_mhc	Mel80	Mal	treatment.naive	Tirosh	5503	95453
cy79_p4_CD45_neg_PDL1_pos_A11_S395_comb	5.180598320610139	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6319	169534
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G06_S78_comb	5.443739138850146	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	6764	78170
CY88_5_B03_S687_comb	3.3588154540567103	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5794	305465
Cy71_CD45_E10_S538_comb	5.16941039539964	antigen_presentation_mhc	Mel71	Mal	treatment.naive	Tirosh	4576	144780
cy84_Primary_CD45_neg_E12_S1020_comb	4.7804066278095645	antigen_presentation_mhc	Mel84	Mal	treatment.naive	Tirosh	5719	101948
CY89NEG_A03_S3_comb	2.9912282225543256	antigen_presentation_mhc	Mel89	Mal	treatment.naive	Tirosh	5899	394721
cy79_p4_CD45_neg_PDL1_neg_G07_S1135_comb	4.603472429821723	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	5813	30527
cy78_CD45_neg_1_F05_S545_comb	2.034459429913692	antigen_presentation_mhc	Mel78	Mal	post.treatment	Tirosh	4903	62940
CY88_5_B07_S691_comb	2.644513222687252	antigen_presentation_mhc	Mel88	Mal	post.treatment	Tirosh	5653	297693
cy82_CD45_pos_2_F11_S551_comb	3.5327843719610366	antigen_presentation_mhc	Mel82	?	treatment.naive	Tirosh	10013	339173
cy79_p4_CD45_neg_PDL1_pos_C10_S418_comb	3.4422746948988903	antigen_presentation_mhc	Mel79	Mal	treatment.naive	Tirosh	3316	14006
